id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
286,0.583476,tcp,-,FIN,10,6,1098,268,25.707.998,254,252,1.356.011.231,3.071.248.779,2,1,60.923.778,101.297.398,3.075.446.986,138.131.156,255,422840241,2269944729,255,0.11848,0.076982,0.041498,110,45,0,0,1,1,2,1,1,1,0,0,0,2,4,0,Exploits,1
287,0.625871,tcp,-,FIN,12,6,3984,268,27.162.147,254,252,4.668.054.688,2.863.209.717,3,1,5.198.709,112.379,0,174.931.125,255,887016526,3679540910,255,0.17778,0.063971,0.113809,332,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
288,1.173.262,tcp,-,FIN,16,12,2080,1746,23.012.763,254,252,132.962.627,1.091.657.324,5,4,7.821.747,10.093.018,3.940.719.692,122.909.242,255,2090124388,4091386222,255,0.176776,0.06238,0.114396,130,146,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
289,0.451172,tcp,-,FIN,10,6,490,268,33.246.744,254,252,7.819.634.277,3.971.877.686,2,1,50.120.556,72.898.602,2.478.602.593,111.996.453,255,1226743990,1458274772,255,0.141762,0.086672,0.05509,49,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
290,0.877186,tcp,-,FIN,10,8,564,354,19.380.154,254,252,463.299.707,2.827.222.412,2,1,92.579.444,11.624.357,6.044.314.746,161.644.531,255,4075039038,2745617955,255,0.112582,0.063473,0.049109,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
291,0.694908,tcp,-,FIN,10,8,546,354,24.463.669,254,252,5.664.059.082,3.568.817.627,2,1,74.593.667,91.030.711,5.456.467.953,129.041.281,255,149432727,1119728438,255,0.109665,0.057685,0.05198,55,44,0,0,9,1,1,1,1,6,0,0,0,2,6,0,Fuzzers,1
292,0.534477,tcp,-,FIN,10,8,546,354,31.806.795,254,252,7.364.208.496,4.640.049.805,2,1,57.001.667,69.694.859,3.730.599.306,113.067.641,255,2006752785,3408677428,255,0.106518,0.046605,0.059913,55,44,0,0,7,1,1,1,1,7,0,0,0,1,7,0,Fuzzers,1
293,0.322297,tcp,-,FIN,10,6,546,268,46.540.922,254,252,1.221.233.789,5.560.088.867,2,1,32.686.444,56.491.199,1.747.044.154,85.463.906,255,949471373,3519959151,255,0.090418,0.039832,0.050586,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
294,0.688948,tcp,http,FIN,10,10,908,2000,2.757.828,62,252,9.498.540.039,2.090.143.359,2,2,76.549.778,69.235.109,507.032.997,11.285.018,255,3020503365,2118146627,255,0.129972,0.047353,0.082619,91,200,1,476,1,1,1,1,1,1,0,0,1,3,1,0,Exploits,1
295,0.537852,tcp,-,FIN,10,8,484,354,31.607.209,254,252,6.485.055.664,4.610.934.082,2,1,58.292.333,67.185.289,3.929.782.635,107.443.609,255,3586533202,861927512,255,0.121835,0.067548,0.054287,48,44,0,0,5,1,2,2,1,5,0,0,0,2,4,0,Fuzzers,1
296,0.772218,tcp,http,FIN,10,10,808,1238,24.604.451,62,252,7.541.911.621,1.155.114.258,2,2,85.802,77.458.664,6.125.042.357,162.067.969,255,2063912232,2334441775,255,0.107828,0.051706,0.056122,81,124,1,160,2,1,1,1,1,2,0,0,1,1,3,0,Exploits,1
297,0.432617,tcp,http,FIN,10,8,968,354,39.295.727,254,252,1.612.511.719,5.732.553.223,2,1,45.916.333,54.563.145,3.158.114.218,106.542.766,255,1551550120,779429310,255,0.10114,0.050666,0.050474,97,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
298,0.249214,tcp,http,FIN,10,8,848,986,68.214.468,62,252,2.452.510.742,2.770.309.961,2,2,27.690.444,32.990.285,1.463.810.856,57.058.832,255,2108875204,4167817686,255,0.061495,0.009477,0.052018,85,123,1,73,2,1,2,2,1,2,0,0,1,2,2,0,Exploits,1
299,0.647249,tcp,-,FIN,10,8,564,354,26.265.008,254,252,6.278.881.836,3.831.601.318,2,1,70.543.222,91.185.859,5.494.051.724,139.402.437,255,894345948,3828643797,255,0.057112,0.008939,0.048173,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
300,0.190223,tcp,http,FIN,10,6,902,268,7.885.482,254,252,3.414.939.453,9.420.522.461,2,1,19.493.111,36.374.199,1.035.969.762,61.652.242,255,1216905574,2430237932,255,0.0542,0.008343,0.045857,90,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
301,0.894891,tcp,smtp,FIN,20,20,3178,1784,43.580.725,62,252,2.699.770.117,1.515.268.262,7,8,47.099.528,46.271,2.223.784.116,51.086.562,255,2200114777,3402592518,255,0.062427,0.01498,0.047447,159,89,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
302,0.998863,tcp,pop3,FIN,20,24,948,9872,43.048.947,62,252,7.216.205.078,7.577.415.625,7,10,52.571.738,4.146.165,2.778.532.203,2.506.784.107,255,43493637,2610778474,255,0.115983,0.044489,0.071494,47,411,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
303,0.282722,tcp,http,FIN,10,8,844,1094,6.012.974,62,252,2.150.522.461,2.710.790.234,2,2,31.413.556,36.054,1.568.944.812,59.033.086,255,2348252448,2152782635,255,0.052429,0.007554,0.044875,84,137,1,127,2,1,2,2,1,2,0,0,1,2,2,0,Exploits,1
304,995.755,tcp,pop3,FIN,246,1554,10662,2055289,18.066.693,62,252,8.531.416.016,1.650.178.625,7,775,4.064.306,6.410.746,2.217.616.259,868.071.675,255,2055688489,4288220471,255,0.059617,0.013861,0.045756,43,1323,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
305,1.232.252,tcp,pop3,FIN,20,20,950,2266,3.164.937,62,252,5.862.437.012,1.397.766.016,7,8,64.855.367,61.430.262,3.167.501.337,71.707.625,255,1661865435,99458549,255,0.104512,0.041314,0.063198,48,113,0,0,2,1,1,2,1,1,0,0,0,2,1,0,Exploits,1
306,0.305854,tcp,http,FIN,10,6,1582,268,49.043.009,254,252,3.724.653.125,5.859.004.883,2,1,29.005.111,51.277,1.425.977.439,66.626.336,255,1343525938,3038257943,255,0.072706,0.049463,0.023243,158,45,1,0,1,1,1,1,1,2,0,0,1,1,1,0,Exploits,1
307,0.845421,tcp,ftp,FIN,16,8,9684,406,2.720.538,254,252,8.591.222.656,336.873.584,5,2,56.361.397,11.316.643,4.507.121.099,178.680.672,255,2517203169,2462565848,255,0.100456,0.036372,0.064084,605,51,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits,1
308,0.379788,tcp,-,FIN,10,6,1294,268,39.495.717,254,252,2.454.000.586,4.718.421.875,2,1,40.469.444,65.511.801,2.035.385.625,95.774.516,255,446281895,1861106145,255,0.100401,0.052219,0.048182,129,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
309,0.588943,tcp,-,FIN,10,6,2062,268,25.469.358,254,252,2.521.126.758,3.042.739.258,2,1,61.491,101.815,3.474.005.637,157.922.266,255,972193884,4248364235,255,0.170423,0.079865,0.090558,206,45,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
310,0.596682,tcp,-,FIN,12,6,3678,268,28.490.887,254,252,4.521.001.172,3.003.274.658,3,1,51.066.272,94.171.398,2.996.441.585,146.834.391,255,1230144701,2135677117,255,0.233481,0.125815,0.107666,307,45,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
311,0.725222,tcp,-,FIN,10,8,550,354,23.441.098,254,252,5.460.396.973,3.419.642.578,2,1,76.432.111,92.596,4.164.024.141,171.151.797,255,756458129,1149536180,255,0.181819,0.077047,0.104772,55,44,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
312,0.00001,udp,-,INT,2,0,168,0,1.000.000.025,254,0,67200000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
313,0.740256,tcp,http,FIN,10,6,774,268,2.026.326,254,252,7.532.529.297,242.078.418,2,1,82.119.889,131.486.797,4.343.607.744,203.247.094,255,1847217899,1343658594,255,0.154707,0.082811,0.071896,77,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Reconnaissance,1
314,1.189.909,tcp,-,FIN,10,8,718,354,14.286.807,254,252,4.349.912.598,2.084.193.115,2,1,124.082.889,156.742.578,7.045.530.993,252.233.594,255,1875092270,2979850829,255,0.194236,0.092702,0.101534,72,44,0,0,3,1,1,1,1,3,0,0,0,1,5,0,Fuzzers,1
315,0.810054,tcp,-,FIN,10,8,1716,354,20.986.255,254,252,1.525.824.219,306.152.417,2,1,87.289.222,98.376.141,5.420.143.092,150.344.531,255,3031716204,2219296948,255,0.235306,0.121418,0.113888,172,44,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
316,0.860513,tcp,-,FIN,12,6,3678,268,19.755.658,254,252,3.134.874.219,208.247.876,3,1,76.312.729,151.394.797,4.647.415.399,246.086.297,255,3552807124,195896751,255,0.161295,0.103532,0.057763,307,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
317,11.899,tcp,http,FIN,12,10,1326,3294,17.648.541,62,252,8.175.476.562,1.993.444.727,3,3,108.172.726,123.631.664,5.431.634.445,188.441.078,255,2360436159,2374207485,255,0.176547,0.076228,0.100319,111,329,1,784,2,1,2,1,1,4,0,0,1,2,2,0,Exploits,1
318,0.721047,tcp,-,FIN,10,6,2484,268,20.803.083,254,252,2.480.836.914,2.485.274.902,2,1,80.116.333,93.374.398,387.650.671,149.212.516,255,3941728817,809922470,255,0.242878,0.181181,0.061697,248,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
319,0.801919,tcp,-,FIN,14,8,6830,354,26.187.184,254,252,6.327.821.094,3.092.581.787,4,1,61.686.078,96.998,3.905.252.043,199.857.828,255,36109589,1085354634,255,0.205898,0.122277,0.083621,488,44,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
320,0.407476,tcp,http,FIN,10,6,780,268,36.811.983,254,252,1.378.240.625,4.397.805.176,2,1,45.184.444,71.706.602,228.419.162,108.168.641,255,2232729964,2184754395,255,0.11405,0.048911,0.065139,78,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
321,0.456038,tcp,-,FIN,10,6,550,268,32.891.996,254,252,8.683.487.305,392.949.707,2,1,56.897.251,66.885.797,2.774.308.748,10.210.993,255,4266331438,1499648008,255,0.162386,0.1216,0.040786,55,45,0,0,6,1,1,1,1,6,0,0,0,1,7,0,Fuzzers,1
322,0.69726,tcp,-,FIN,10,6,1294,268,21.512.778,254,252,1.336.660.645,2.570.059.814,2,1,71.402.444,123.216.797,3.967.154.229,185.008.125,255,828937626,197746881,255,0.162913,0.081167,0.081746,129,45,0,0,5,1,1,1,1,5,0,0,0,2,5,0,Fuzzers,1
323,1.155.184,tcp,-,FIN,10,8,564,354,1.471.627,254,252,3.518.054.199,2.146.843.994,2,1,123.749.556,153.528.422,8.865.517.908,220.230.312,255,4134405368,3771382557,255,0.151956,0.080481,0.071475,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
324,0.823709,tcp,http,FIN,12,28,914,29346,47.346.817,62,252,8.138.796.387,2.748.349.063,2,11,74.882.636,28.308.852,5.161.273.419,3.164.931.511,255,3770212799,282351333,255,0.141144,0.058747,0.082397,76,1048,1,13825,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
325,1.094.653,tcp,http,FIN,10,10,824,2216,17.357.098,62,252,5.422.723.145,1.457.996.289,2,2,121.538.111,107.763.336,7.551.945.352,157.835.484,255,4131395848,1054912688,255,0.246033,0.124782,0.121251,82,222,1,640,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
326,0.860687,tcp,-,FIN,12,8,992,716,22.075.388,254,252,8.458.359.375,5.827.902.344,3,2,74.362.366,107.949.859,374.729.076,14.487.725,255,2449718802,2488416045,255,0.201758,0.105034,0.096724,83,90,0,0,7,1,2,2,2,3,0,0,0,4,3,0,Fuzzers,1
327,4.422.596,tcp,-,FIN,34,22,18872,1718,1.243.613,254,252,3.313.348.145,296.658.356,31,4,1.337.902.395,21.021.795,2.181.179.203,8.414.999,255,2841999187,846254788,255,0.165615,0.080174,0.085441,555,78,0,0,6,1,3,3,3,4,0,0,0,4,4,0,Fuzzers,1
328,1.004.763,tcp,-,FIN,12,8,1092,766,18.909.932,254,252,7.970.038.574,5.342.553.223,3,2,87.983.997,124.173,4.557.447.557,167.271.187,255,3779247937,2309105915,255,0.267796,0.135546,0.13225,91,96,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
329,1.393.967,tcp,-,FIN,12,10,1164,842,15.064.919,254,252,6.123.530.762,4.350.174.805,3,2,123.169.369,140.056.437,7.697.372.542,187.665.875,255,3034287580,3535196697,255,0.267957,0.13345,0.134507,97,84,0,0,3,1,2,2,2,3,0,0,0,3,3,0,Fuzzers,1
330,131.628,tcp,http,FIN,12,10,1314,1774,15.954.052,62,252,7.323.669.922,9.706.141.602,3,2,119.661.824,135.519.672,7.326.926.789,199.297.734,255,737230307,602155309,255,0.171971,0.095961,0.07601,110,177,1,440,1,1,2,1,1,1,0,0,1,3,1,0,Exploits,1
331,1.392.847,tcp,-,FIN,12,10,1084,820,15.077.033,254,252,5.709.169.922,4.238.800.293,3,2,126.622.452,145.992.562,7.018.066.572,264.986.469,255,400202663,216341289,255,0.122739,0.078245,0.044494,90,82,0,0,5,1,2,2,2,3,0,0,0,2,3,0,Fuzzers,1
332,2.838.932,tcp,pop3,FIN,26,64,1222,63172,31.349.817,62,252,3.311.104.248,1.752.349.063,7,30,113.551.523,43.740.096,616.670.459,3.738.317.491,255,724680820,4013307900,255,0.151464,0.083303,0.068161,47,987,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
333,5.293.481,tcp,smtp,FIN,224,52,286548,3166,51.950.693,62,252,431125,4.694.075.684,109,8,23.733.184,102.449,2.708.043.724,134.368.906,255,2243124043,3666733090,255,0.142381,0.068572,0.073809,1279,61,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Exploits,1
334,0.837254,tcp,-,FIN,12,8,1080,734,22.693.233,254,252,9.459.495.117,6.143.894.531,3,2,72.310.179,106.161.711,3.835.211.371,137.257,255,3274791,2351542782,255,0.19769,0.094113,0.103577,90,92,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
335,146.353,tcp,-,FIN,12,10,1232,830,14.348.869,254,252,617.684.668,408.327.832,3,2,128.066.182,152.660.672,6.890.648.901,267.240.969,255,2203081810,2099132753,255,0.224843,0.089581,0.135262,103,83,0,0,4,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
336,1.843.741,tcp,http,FIN,10,12,836,5624,11.389.886,62,252,326.727.002,223.719.043,2,3,204.796,157.358.727,1.374.089.271,9.563.599.221,255,1748565987,1068373560,255,0.209077,0.112794,0.096283,84,469,1,2306,1,1,2,1,1,1,0,0,1,1,1,0,Exploits,1
337,1.438.237,tcp,http,FIN,10,10,958,2726,13.210.619,62,252,4.800.321.777,136.500.459,2,2,159.804.111,152.291.438,1.085.772.385,205.263.688,255,750893150,797708189,255,0.141729,0.066968,0.074761,96,273,1,895,2,1,1,1,1,1,0,0,1,1,1,0,DoS,1
338,1.263.457,tcp,-,FIN,12,8,1174,730,15.038.106,254,252,6.819.385.742,4.046.042.236,3,2,114.859.729,149.085.281,573.101.286,209.951.109,255,1436448839,3533739176,255,0.301089,0.219112,0.081977,98,91,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
339,1.465.404,tcp,http,FIN,10,10,800,1018,12.965.707,62,252,3.930.656.494,500.612.793,2,2,162.822.667,151.279.328,1.070.608.605,215.94,255,3499888983,2363001486,255,0.252379,0.103293,0.149086,80,102,1,55,2,1,2,1,1,1,0,0,1,1,1,0,DoS,1
340,1.722.713,tcp,-,FIN,12,10,988,808,12.190.075,254,252,4.207.317.383,3.380.714.111,3,2,154.066.543,175.827.219,9.183.650.236,290.622.781,255,722842760,3470717237,255,0.33589,0.140259,0.195631,82,81,0,0,4,1,2,1,1,2,0,0,0,2,2,0,Fuzzers,1
341,2.337.648,tcp,-,FIN,12,10,1228,796,8.983.389,254,252,3.853.446.045,2.453.748.535,3,2,207.609.821,238.599.562,116.299.491,380.660.312,255,2318234351,1174177262,255,0.391476,0.190251,0.201225,102,80,0,0,4,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
342,3.429.712,tcp,smtp,FIN,38,22,30764,1764,1.720.261,62,252,6.987.175.781,3.928.026.611,16,8,92.694.916,159.329.766,6.891.450.006,227.798.391,255,3004181543,1012253097,255,0.161565,0.082785,0.07878,810,80,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
343,2.360.055,tcp,smtp,FIN,38,22,28162,1772,24.999.418,62,252,92.950.375,5.735.459.473,16,8,63.757.489,108.620.812,4.592.780.224,151.330.719,255,3980532899,1823431203,255,0.167226,0.079015,0.088211,741,81,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
344,0.844596,tcp,-,FIN,12,8,1014,740,22.495.962,254,252,8.808.945.312,6.137.845.703,2,2,6.100.475.164,9.150.803,6.609.105.554,23.919.006,255,3034287901,3535196902,255,0.267957,0.13345,0.134507,85,93,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
345,1.102.556,tcp,-,FIN,12,10,1110,820,19.046.652,254,252,7.386.473.145,5.354.830.078,3,2,100.052.453,111.128.336,5.566.991.932,171.932.078,255,1856071748,3678882201,255,0.192385,0.102393,0.089992,93,82,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
346,1.141.352,tcp,-,FIN,12,10,1018,840,18.399.231,254,252,6.546.621.582,5.298.978.516,3,2,103.746.276,116.553.891,569.086.455,185.638.297,255,457431626,2457741076,255,0.165505,0.092365,0.07314,85,84,0,0,5,1,1,2,1,3,0,0,0,2,4,0,Fuzzers,1
347,1.067.207,tcp,-,FIN,12,8,1110,776,17.803.482,254,252,7.631.134.277,5.089.921.875,3,2,92.204.997,139.040.281,5.077.536.987,189.426.984,255,3624865411,822692250,255,0.147658,0.093918,0.05374,93,97,0,0,5,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
348,2.716.886,tcp,-,FIN,12,8,1042,696,69.933,254,252,2.814.987.305,179.322.937,4,2,4.686.442.656,70.321.855,4.896.906.958,17.622.054,255,2841999482,1672501128,255,0.165615,0.080174,0.085441,87,87,0,0,7,1,3,3,3,4,0,0,0,3,4,0,Fuzzers,1
349,1.943.965,tcp,-,FIN,36,14,34710,1022,25.206.216,254,252,1.388.749.375,3.905.420.166,15,2,55.516.002,138.252.531,5.642.882.192,207.381.875,255,113624301,3369636578,255,0.298134,0.146677,0.151457,964,73,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Fuzzers,1
350,1.834.468,tcp,http,FIN,10,12,818,4788,1.144.746,62,252,3.214.010.742,191.401.543,2,3,203.733.889,159.341.187,1.394.357.699,1.033.040.749,255,2089509210,3077976052,255,0.160041,0.081714,0.078327,82,399,1,1898,1,1,1,1,1,1,0,0,1,3,1,0,Exploits,1
351,1.468.132,tcp,http,FIN,10,10,830,1856,12.941.615,62,252,4.070.478.516,9.105.448.242,2,2,163.125.778,141.494.328,8.862.170.967,311.424.656,255,4114486629,3148076717,255,0.308934,0.193964,0.11497,83,186,1,464,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
352,1.616.972,tcp,-,FIN,14,10,1196,820,14.224.118,254,252,5.496.693.848,3.651.269.287,3,2,122.324.774,164.123.109,8.771.613.987,209.267.781,255,2775057652,2701779795,255,0.19598,0.139863,0.056117,85,82,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
353,1.916.194,tcp,-,FIN,12,10,3030,844,10.959.225,254,252,1.159.799.121,3.172.956.543,3,2,174.199.455,196.236.781,9.364.609.304,314.430.656,255,567835189,3450490034,255,0.234494,0.149328,0.085166,253,84,0,0,3,1,2,2,2,2,0,0,0,3,2,0,Fuzzers,1
354,2.119.298,tcp,ftp,FIN,14,12,698,682,11.796.359,254,252,244.986.792,2.363.046.631,4,4,156.232.851,182.349.547,8.393.567.996,211.306.219,255,4062009954,797984780,255,0.179848,0.113446,0.066402,50,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
355,222.194,tcp,ftp,FIN,14,12,700,682,11.251.429,254,252,2.340.297.119,225.388.623,4,4,161.935.764,190.023.906,8.703.944.426,227.843.938,255,4281885798,119897012,255,0.269414,0.131676,0.137738,50,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
356,2.420.967,tcp,-,FIN,12,10,1106,814,8.674.219,254,252,3.350.727.051,2.422.172.607,3,2,213.338.634,259.707.781,1.342.393.219,359.838.312,255,3987021198,1271729594,255,0.146048,0.083595,0.062453,92,81,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
357,2.663.656,tcp,ftp,FIN,14,12,698,682,9.385.596,254,252,1.949.200.684,1.880.122.681,4,4,201.579.082,237.960.453,1.326.915.922,357.423.844,255,3423091652,1264921832,255,0.107339,0.046083,0.061256,50,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
358,1.905.333,tcp,http,FIN,10,8,936,354,8.922.325,254,252,3.539.538.574,1.301.609.741,2,1,211.703.667,254.970.859,1.186.244.416,3.830.885,255,1171463392,4098359544,255,0.237883,0.120464,0.117419,94,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
359,2.141.633,tcp,-,FIN,12,10,3026,792,9.805.601,254,252,1.036.218.652,2.663.388.184,3,2,194.638.273,222.069.437,1.312.689.504,314.952.719,255,3739081673,2441385231,255,0.277098,0.143007,0.134091,252,79,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Fuzzers,1
360,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
361,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
362,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
363,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
364,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
365,28.213.135,ospf,-,INT,20,0,1280,0,0.673445,254,0,344.803.925,0,0,0,148.490.175,0,1.831.332.375,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
366,0.803314,tcp,smtp,FIN,48,24,41302,2104,88.383.873,62,252,402.751.625,2.008.679.102,21,8,17.091.787,34.078.086,1.234.990.701,43.185.934,255,1553329816,3565121951,255,0.05179,0.007336,0.044454,860,88,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
367,0.678469,tcp,-,FIN,10,8,564,354,25.056.414,254,252,5.989.956.543,3.655.288.574,2,1,74.881.778,9.162.557,5.786.693.583,139.418.688,255,1382330244,3605108158,255,0.08266,0.037078,0.045582,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
368,1.313.131,tcp,ftp,FIN,22,22,1186,1668,32.746.162,62,252,6.902.586.426,9.705.048.828,7,9,62.530.048,61.898.048,3.280.636.679,3.990.112.966,255,1433008002,2745761692,255,0.053878,0.007855,0.046023,54,76,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
369,0.000015,udp,-,INT,2,0,168,0,6.666.666.835,254,0,44800000,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
370,0.624286,tcp,-,FIN,10,8,564,354,27.231.109,254,252,6.509.836.914,397.253.833,2,1,69.365.111,87.691.859,5.393.989.068,138.796.703,255,2374783758,1800219437,255,0.050403,0.00597,0.044433,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
371,1.265.907,tcp,smtp,FIN,150,38,172977,2638,147.720.166,62,252,1.085.855.375,1.623.499.902,72,8,849.602,32.512.217,826.619.637,38.104.512,255,1072643731,4213121977,255,0.062571,0.046396,0.016175,1153,69,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
372,0.000003,sctp,-,INT,2,0,776,0,3.333.333.215,254,0,1034666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
373,0.000003,sctp,-,INT,2,0,776,0,3.333.333.215,254,0,1034666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
374,0.000003,sctp,-,INT,2,0,776,0,3.333.333.215,254,0,1034666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
375,0.000003,sctp,-,INT,2,0,776,0,3.333.333.215,254,0,1034666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
376,0.000003,udp,-,INT,2,0,168,0,3.333.333.215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
377,0.466699,ospf,-,INT,18,0,2858,0,36.426.047,254,0,4.628.250.781,0,0,0,27.452.883,0,32.106.723,0,0,0,0,0,0,0,0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
378,0.466699,ospf,-,INT,18,0,2858,0,36.426.047,254,0,4.628.250.781,0,0,0,27.452.883,0,32.106.723,0,0,0,0,0,0,0,0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
379,0.466699,ospf,-,INT,18,0,2858,0,36.426.047,254,0,4.628.250.781,0,0,0,27.452.883,0,32.106.723,0,0,0,0,0,0,0,0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1
380,0.000007,udp,-,INT,2,0,168,0,1.428.571.409,254,0,96000000,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
