Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
10.0.2.15,54453,195.154.107.23,443,6,9974851,6.503.355.288.214,21.052.946.054,498742.55,827.749.311.412.801,2459540,50,997443.1,945.685.183.738.983,2459540,59,835.009.222.222.222,84.206.886.977.399,2262048,1336,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,1234979,341.219.567.296.286,3.821.927.336.416,26.220.360.934.183,105.392.804.425.934,130111,0,87.570.709.219.858,199.784.638.836.943,142343,40,37.534.407.294.833,126.517.875.160.349,130231,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,459,118.300.653.594.771,43.572.984.749.455,459,0,459,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,9380999,474.451.601.583.158,569.235.749.839,17.600.373.358.349,12.699.591.871.801,2573375,2,555.088.698.224.852,22.223.826.579.336,2573541,117,25.737.782.369.146,153.618.150.797.296,2573710,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7746190,1.401.979.553.819,0.5163828928,258.206.333.333.333,447.201.633.240.313,7745903,143,7746046,0,7746046,7746046,7746047,0,7746047,7746047,143,0,143,143,7745903,0,7745903,7745903,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,9907851,584.762.528.221.307,623.747.773.357,160.581.053.484.603,174.683.325.174.062,4055672,-1,615.394.472.049.689,339.187.179.080.554,4055843,21,216.877.296.703.297,203.683.492.618.613,4055825,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,3914015,8.249.840.636.789,25.549.212.254,434.890.555.555.556,111.557.221.538.345,3401370,37,978503.75,161.541.605.756.729,3401408,155127,978449,16.154.618.445.685,3401421,154898,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7444553,752.792.007.794.155,76.834.700.485,130.377.460.595.447,146.770.625.721.346,3383047,0,586.185.275.590.551,308.406.247.764.567,3383265,37,168.040.993.227.991,166.795.960.666.728,3383212,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,257923,63.158.384.479.089,232.627.567.142,51584.6,1.149.687.951.459,257247,79,128876.5,181.886.956.004.272,257490,263,128879.5,181.539.059.467.928,257247,512,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7590052,184.355.785.704.762,234.517.497.377,428.816.497.175.141,316.713.133.994.011,4059835,5,120.477.015.873.016,526.545.637.204.121,4059835,33,671.629.292.035.398,398.432.218.851.985,4096362,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8510892,426.435.912.945.435,485.260.534.383,206.575.048.543.689,209.159.221.632.969,4099575,0,697.614.098.360.656,381.530.483.919.889,4100376,56,294.484.567.474.048,24.980.669.361.467,4099744,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7245129,791.400.677.613.884,857.127.595.658,116.856.919.354.839,109.013.830.026.221,2358088,1,45.000.801.242.236,211.339.229.604.173,2358492,37,157.354.192.139.738,126.845.416.740.077,2358511,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,9095107,179.107.293.625,0.6596953725,1819021.4,374.683.196.975.582,8506031,58,4547553.5,559.821.459.123.536,8506089,589018,4547453.5,559.844.793.647.315,8506154,588753,589018,0,589018,589018,8506031,0,8506031,8506031,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7350887,749.143.606.751.131,791.741.187.152,126.521.290.877.797,170.795.982.822.142,4023576,1,506.957.724.137.931,340.096.721.925.068,4023576,55,168.974.666.666.667,199.178.287.350.795,4062980,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7957581,721.910.339.335.534,76.279.462.314,131.313.217.821.782,166.935.617.755.822,4017193,-54,537.674.391.891.892,335.619.965.240.068,4017193,87,174.119.846.827.133,193.894.951.460.672,4054401,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7252931,792.166.642.699.345,82.311.551.013,121.693.473.154.362,168.291.988.167.031,4017917,0,514.392.269.503.546,344.184.945.604.713,4017917,59,159.743.678.414.097,194.389.474.034.472,4054370,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7547709,757.784.911.951.428,820.116.408.833,122.131.213.592.233,165.251.201.231.294,4018952,0,465.907.962.962.963,321.196.944.705.524,4018952,34,165.877.274.725.275,194.262.868.088.533,4056369,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8344067,225.054.520.775.061,260.065.025.844,386.299.398.148.148,298.350.837.254.805,4016137,0,124.538.313.432.836,529.214.750.945.187,4016137,18,563.750.743.243.243,362.392.024.118.995,4053532,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8479560,428.505.724.353.622,469.363.976.433,213.590.931.989.924,226.190.412.469.539,4089779,1,763.924.324.324.324,4.246.812.084.417,4089985,19,297.508.526.315.789,267.595.307.388.063,4090264,1,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,6660603,826.853.064.204.547,873.794.760.024,114.640.327.022.375,118.955.109.174.459,2282633,3,462.521.666.666.667,236.319.085.806.973,2283072,24,152.756.055.045.872,137.324.075.978.713,2282804,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,561784,19.331.273.229.569,71.201.743.019,187.261.333.333.333,291.562.170.585.166,523219,366,561784,0,561784,561784,523219,0,523219,523219,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,5233205,82.273.291.415.108,850.339.323.608,117.864.977.477.477,972.575.632.073.496,1662890,2,480.110.550.458.716,19.356.456.310.372,1663038,49,155.569.580.838.323,111.958.613.748.897,1663212,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7417891,581.960.559.948.913,637.647.546.991,157.158.707.627.119,245.913.219.249.348,5322563,3,54142,455.427.450.746.613,5322944,43,222.081.137.724.551,292.281.096.750.078,5323251,3,381,0,381,381,5322563,0,5322563,5322563,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7937165,541.054.646.085.851,554.354.105.024,180.801.025.056.947,301.258.728.322.833,6296108,0,741.791.121.495.327,609.002.613.285.767,6296487,36,239.726.012.084.592,34.692.787.177.846,6296243,3,379,0,379,379,6296108,0,6296108,6296108,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8746244,492.170.124.684.379,517.936.613.705,193.500.973.451.327,309.223.488.396.695,6553622,2,77.400.389.380.531,617.055.777.118.279,6554265,18,257.561.952.662.722,357.563.956.589.119,6554149,3,643,0,643,643,6553622,0,6553622,6553622,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,9998580,122.113.340.094.293,133.018.888.682,757.468.181.818.182,558.101.074.617.017,6229616,7,322.532.580.645.161,113.048.710.769.924,6229751,91,999.809.000.000.001,64.011.137.640.383,6229814,7,1917924,0,1917924,1917924,6229616,0,6229616,6229616,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,3181352,964.542.747.863.173,993.288.388.082,100.995.301.587.302,887.036.053.387.742,1546555,0,413.162.597.402.597,17.696.296.048.857,1546622,59,134.229.451.476.793,102.601.515.467.925,1547027,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8073949,165.056.777.049.248,182.067.040.552,553.010.205.479.452,444.600.961.582.475,5281975,4,224.276.361.111.111,884.102.094.288.603,5282629,102,740.664.678.899.083,513.920.442.175.267,5282165,4,654,0,654,654,5281975,0,5281975,5281975,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8540434,418.152.051.757.557,462.505.769.613,216.762.284.263.959,156.363.398.849.164,2728413,3,837.297.450.980.392,300.701.846.652.447,2728413,29,293.475.532.646.048,183.651.361.523.722,2766671,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,9859258,6.028.851.258.381,20.285.502.215,518.908.315.789.474,99.012.163.156.986,3054949,73,109.543.888.888.889,122.315.838.797.255,3055265,606,109.542.411.111.111,122.327.941.314.898,3055376,381,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,6600962,11.733.668.516.801,1.181.645.947.969,84.736.354.300.385,85.827.833.856.502,2084165,-1,377.197.828.571.429,178.670.257.846.518,2084165,63,109.463.432.835.821,982.035.454.731.899,2084616,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7455946,769.635.402.402.324,826.186.241.156,121.234.894.308.943,167.099.585.280.168,4058746,0,465.996.625,326.091.650.644.279,4058746,32,164.200.594.713.656,194.471.722.511.478,4059446,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7685131,746.127.814.867.437,804.150.248.057,12.455.641.815.235,167.697.414.506.908,4075464,1,465.765.515.151.515,323.100.616.497.445,4075914,35,169.578.935.698.448,196.063.563.928.997,4075914,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,6742647,836.714.423.875.371,875.027.270.447,114.476.179.966.044,15.114.816.160.531,3605424,0,471.513.776.223.776,305.066.570.002.486,3605580,78,151.506.606.741.573,175.699.013.549.238,3643660,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,744379,14.589.342.257.103,53.736.067.245,248.126.333.333.333,429.408.897.179.988,743965,91,744379,0,744379,744379,743965,0,743965,743965,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7447231,738.827.625.999.516,773.441.833.616,129.517.060.869.565,170.926.235.814.976,4024775,1,528.172.411.347.518,343.298.806.268.864,4024775,31,171.976.397.228.637,198.716.987.531.564,4062080,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7644876,495.276.836.406.503,515.377.881.865,194.526.106.870.229,21.373.533.659.428,4061649,1,813.284.680.851.064,433.911.935.756.919,4061649,19,256.531.610.738.255,247.553.805.727.324,4101732,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,8565881,419.910.106.152.537,447.122.718.609,224.237.722.513.089,225.700.127.500.823,4015966,2,892.279.270.833.333,445.365.316.243.058,4015966,17,300.528.421.052.632,263.175.505.087.718,4055671,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,6395329,898.971.733.901.415,955.384.781.612,104.841.459.016.393,110.807.042.877.982,2399168,1,423.523.708.609.272,220.522.185.104.949,2399646,83,139.625.567.685.589,127.861.716.842.906,2399476,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,634519,17.115.326.727.805,6.303.987.745,211.506.333.333.333,332.581.995.321.956,594876,288,634519,0,634519,634519,594876,0,594876,594876,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7651406,747.439.098.121.313,809.001.639.699,123.809.158.576.052,167.716.825.819.123,4060831,2,469.411.411.042.945,324.982.243.870.944,4060831,28,168.520.881.057.269,195.689.126.227.547,4061783,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,4693395,4.627.780.103.742,17.045.230.585,670485,13.770.937.745.679,3748170,38,1173348.75,173.396.375.935.358,3748306,38,2172073,222.963.354.608.824,3748662,595484,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,7045572,812.921.931.675.668,843.082.719.189,118.812.344.013.491,168.775.633.708.003,4018089,0,506.875.683.453.237,346.921.107.311.389,4018089,20,155.526.401.766.004,194.757.328.426.683,4055236,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,640665,50.853.410.128.538,171.696.596.505,64066.5,941.012.426.417.538,217981,72,160166.25,107.457.673.072.936,244115,5837,120819.8,107.768.956.558.464,217981,2795,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,54453,195.154.107.23,443,6,6199876,928.141.143.468.031,975.825.968.132,102.646.953.642.384,12.755.955.605.366,3009373,2,4.160.877.852.349,255.044.206.542.467,3009579,52,136.557.092.511.013,147.107.538.266.468,3009530,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,43731,198.52.200.39,443,6,9956879,132.443.007.492.609,1.984.557.610.874,5.041.457.721.519,172.896.272.220.167,373747,0,130.837.621.550.591,279.293.532.007.181,375922,27,82.080.527.617.477,221.745.759.170.536,373747,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9936319,264.274.929.176.489,440.807.103.717,227.375.720.823.798,194.091.401.364.594,3961959,0,555.101.620.111.732,301.719.617.501.496,3962086,16,385.042.723.735.409,252.526.413.381.871,3962144,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9055858,109.734.494.511.729,272.751.626.627,36.812.430.894.309,976.064.127.051.113,829858,4,760.977.647.058.824,13.539.314.528.844,829910,29,713.605.714.285.714,129.831.835.745.255,829890,7,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9855891,988.315.516.070.541,135.756.371.494,73.716.462.228.871,693.132.848.535.969,2414976,4,188.805.823.754.789,110.840.544.084.215,2415036,38,121.076.928.746.929,89.970.034.657.625,2451524,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9998235,117.353.712.930.332,1.752.309.282.588,57.100.142.775.557,166.332.270.051.526,344665,2,144.901.956.521.739,284.482.977.527.378,384859,29,94.288.028.301.887,221.060.729.969.472,344665,2,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9987675,101.276.523.314.986,1.530.886.818.003,65.364.365.183.246,208.687.456.165.187,460221,1,163.228.641.571.195,350.536.058.422.498,498516,15,109.034.432.314.411,282.729.134.038.013,460221,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9995739,120.848.693.628.355,1.702.725.531.349,58.763.897.707.231,222.370.729.665.651,562032,1,156.670.172.413.793,368.653.994.938.925,562354,23,93.865.725.047.081,283.633.238.060.523,562032,1,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9912988,205.077.419.643.805,348.028.263.527,288.168.255.813.953,151.603.260.452.234,2534020,4,713.164.604.316.547,2.346.358.141.978,2534290,30,483.857.843.137.255,19.504.217.238.973,2534020,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9952615,130.608.890.226.338,274.299.769.458,365.904.963.235.294,12.910.204.993.119,1445145,9,802.613.064.516.129,185.555.499.746.523,1445289,39,669.789.455.782.313,172.150.860.049.685,1445386,12,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9926836,73.266.043.681.995,134.987.623.448,746.378.646.616.541,604.167.702.516.179,6932855,8,157.568.301.587.302,874.761.415.688.091,6933065,46,143.824.362.318.841,83.642.085.109.151,6933160,11,1349451,0,1349451,1349451,6932855,0,6932855,6932855,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9890446,11.529.308.182.867,39.431.993.259,260.274.894.736.842,706.205.462.722.631,3781489,29,520.549.789.473.684,939.613.109.916.203,3781524,725,337.228.444.444.444,529.342.529.396.745,2015860,611,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9015605,4.818.312.248.596,1.774.700.644,601.040.333.333.333,973.810.214.126.351,3635293,37,1.126.950.625,110.426.464.953.431,3635349,52,896.703.833.333.333,362.149.474.357.435,1553742,487923,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9969118,33.072.133.362.249,84.260.212.388,120.109.855.421.687,61.783.962.369.712,5053217,6,249.225.575,877.684.373.148.293,5053217,23,177.911.619.047.619,780.089.053.209.169,5053500,13,2496887,0,2496887,2496887,5053217,0,5053217,5053217,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,3070921,612.239.780.834.479,89.875.317.535,111.669.854.545.455,402.811.098.524.941,407990,5,279.174.636.363.636,621.303.668.771.371,409831,37,184.776.463.414.634,526.074.039.064.465,407990,8,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,4374195,234.244.243.798.002,420.648.827.956,239.027.049.180.328,104.398.142.474.688,1283924,7,533.410.853.658.536,15.419.914.653.526,1284039,37,43738.89,139.180.831.697.755,1284189,10,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,1634577,106.608.621.068.325,238.593.838.039,430.151.842.105.263,136.553.753.142.451,699155,18,81716.55,193.997.567.221.717,735433,70,961.337.058.823.529,196.956.088.095.724,699155,82,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,4743072,39.212.982.640.786,101.200.234.785,100.916.425.531.915,275.094.894.812.977,1419695,17,189722.88,363.788.290.672.418,1457128,67,184.490.571.428.571,362.205.654.219.336,1419695,79,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,40,13575000,50000,40,0,40,40,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,38,142.894.736.842.105,526.315.789.473.684,38,0,38,38,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,1053661,35.798.990.377.361,113.888.622.622,957.873.636.363.637,177.453.871.172.354,551611,45,210732.2,232.504.379.879.606,551860,382,210684.8,228.074.116.726.778,551611,267,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,55,987.272.727.272.727,363.636.363.636.364,55,0,55,55,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,7121365,25.162.310.877.198,81.445.060.041,124.936.228.070.175,315.144.641.991.296,1874656,30,245.564.310.344.828,413.043.484.849.278,1874696,51,263.635.925.925.926,431.059.929.649.617,1914156,2625,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,7260635,9.682.348.720.188,33.054.960.069,315.679.782.608.696,107.855.789.284.838,5089707,33,605.052.916.666.667,146.190.743.154.679,5089745,43,725870.5,158.570.733.745.636,5089740,308,197571,0,197571,197571,5089707,0,5089707,5089707,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9745376,626.147.210.738.713,839.372.436.733,119.282.447.980.416,642.787.938.439.127,1066104,3,321.629.570.957.096,104.042.447.983.402,1066163,28,184.604.054.580.897,810.213.305.657.942,1103155,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,6108284,11.556.437.127.023,42.565.145.956,244331.36,625.179.062.968.355,2615010,54,469868,818.201.376.869.615,2615070,57,554.978.909.090.909,887.539.739.902.891,2654091,352,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,8606395,14.511.302.351.333,53.448.627.445,191.253.222.222.222,494.727.557.511.978,2464107,39,374.191.086.956.522,648.746.903.216.425,2464166,39,407.869.238.095.238,684.608.786.542.789,2502972,854,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,58,936.206.896.551.724,344.827.586.206.897,58,0,58,58,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,6493080,8.362.749.265.372,30.802.023.077,341.741.052.631.579,835.355.425.425.374,3321612,53,649271.3,108.494.980.701.577,3321612,53,811329.5,119.411.793.493.428,3361757,3034,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9319173,11.039.606.196.816,38.630.037.236,266.262.085.714.286,7.253.550.423.776,3042087,33,548.167.823.529.412,984.445.459.504.248,3078702,374,548.170.176.470.588,983.431.808.561.938,3042087,321,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9998479,10.484.594.706.855,18.002.738.216,588.145.823.529.412,225.114.375.002.254,9312620,28,1110918,30.793.149.839.405,9312694,91,142.828.628.571.429,348.061.109.275.683,9312868,84,2597,0,2597,2597,9312620,0,9312620,9312620,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,7089657,274.597.205.478.347,383.657.488.649,261.610.959.409.594,189.905.252.707.682,2877366,0,681.697.788.461.538,304.665.975.327.141,2880061,38,42.461.843.373.494,2.419.720.643.982,2877366,6,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9993836,824.861.444.594.448,1.169.721.016.034,85.563.664.383.562,505.165.007.809.933,1333840,3,227.650.022.779.043,820.413.601.235.382,1334078,25,136.750.906.593.407,638.246.546.288.753,1333856,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9815835,107.559.978.341.119,1.537.311.904.693,6.509.174.403.183,227.190.409.489.434,486458,0,171.007.578.397.212,376.989.026.287.102,486505,0,99.566.377.277.599,250.521.961.372.212,238530,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9999984,278.710.445.936.714,504.000.806.401,198.806.838.966.203,698.247.565.872.706,1184409,5,480.768.461.538.461,105.401.040.602.053,1184409,46,340.017.551.020.408,913.210.104.027.775,1224640,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9995690,112.768.603.268.009,1.642.708.007.151,60.912.187.690.433,347.347.351.787.001,925610,2,160.701.575.562.701,56.572.693.424.183,925781,22,98.189.371.316.307,445.071.229.595.627,925796,2,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9977609,191.505.700.413.797,2.619.866.142.279,38.184.496.747.034,165.921.394.538.632,282850,0,107.633.322.545.847,281.074.125.489.377,283000,22,58.997.543.026.706,209.488.424.867.771,283134,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9975367,635.170.615.777.846,988.434.811.471,10.127.276.142.132,664.493.099.755.485,1616234,0,255.775.974.358.974,10.509.248.902.708,1616540,0,167.710.420.875.421,854.836.207.697.049,1616401,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9385537,193.411.415.883.822,32.922.996.308,304.725.227.272.727,169.408.357.243.354,2392976,0,733.245.078.125,261.004.447.136.669,2431301,0,522.184.636.871.508,220.354.727.717.268,2392976,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9421392,109.278.968.543.077,226.081.241.498,444.405.283.018.868,230.541.678.340.616,3197123,5,951.655.757.575.757,333.242.425.384.562,3197351,32,837.633.839.285.714,313.715.276.776.276,3197299,7,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9000046,43.228.667.942.364,87.777.329.138,115.385.205.128.205,367.508.659.545.131,2674757,8,236.843.315.789.474,501.842.438.023.217,2674784,43,230.763.948.717.949,498.689.494.647.086,2674815,10,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,8356723,46.971.282.882.058,717.984.789.014,139.511.235.392.321,174.075.165.158.977,4174987,0,35.409.843.220.339,276.497.383.887.722,4175037,0,230.841.850.828.729,223.722.240.153.334,4175054,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9990388,63.705.233.470.412,126.121.227.724,79.923.104,366.966.026.960.083,3449763,9,163774,514.703.686.009.824,3450051,48,158.574.253.968.254,508.262.544.898.699,3450006,12,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9800316,79.884.158.837.327,111.220.903.489,907.436.666.666.667,862.294.651.801.818,8965589,8,239.031.609.756.098,139.742.256.341.475,8965589,50,148.488.924.242.424,110.243.449.341.821,8965619,10,834707,0,834707,834707,8965589,0,8965589,8965589,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9983108,72.853.063.394.686,120.203.046.987,838.916.638.655.462,619.272.267.606.472,6681136,9,18.487.237.037.037,920.129.774.866.471,6720849,34,155.984.203.125,841.247.462.425.064,6681136,12,2923684,0,2923684,2923684,6681136,0,6681136,6681136,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9988682,131.704.262.884.733,178.101.575.363,56.179.313.835.771,5.760.650.689.707,2244257,0,150.658.853.695.324,940.612.683.355.064,2244257,8,89.664.416.517.056,737.122.358.076.678,2281306,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9897370,224.803.053.740.539,2.943.206.124.455,33.988.221.153.846,143.066.936.003.606,344336,2,97.126.319.921.492,258.713.264.087.167,344380,15,52.310.681.818.182,188.036.412.680.692,383134,2,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9995251,157.640.163.313.558,2.136.014.393.235,46.838.102.155.577,323.654.247.058.367,1001530,2,129.137.609.819.122,542.861.470.160.277,1001593,18,72.354.569.536.424,408.914.430.603.831,1001578,2,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9736859,182.021.738.221.741,31.632.377.546,317.161.530.944.625,122.332.698.106.806,1314081,5,710.719.635.036.496,180.175.238.490.215,1314334,34,575.783.550.295.858,161.530.294.306.862,1314081,6,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,7808323,11.710.581.132.466,35.859.172.322,289.197.148.148.148,640.244.791.854.269,2409146,44,600.621.076.923.077,828.482.089.703.459,2409146,322,600.618.846.153.846,837.687.027.984.184,2449101,203,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,6390930,2.548.924.804.371,0.9388304988,1278186,216.491.836.680.682,4997514,55,2130310,257.898.498.198.749,4997569,58,4997570,0,4997570,4997570,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9612632,8.322.382.465.073,20.805.956.163,505928,118.364.735.037.951,4803432,38,961263.2,152.294.882.301.021,4803493,47,1056018,170.169.347.070.046,4843376,2817,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9605517,4.431.828.083.798,10.410.683.777,106.727.966.666.667,252.740.232.926.309,7735449,36,1921103.4,327.496.964.666.183,7735506,41,2950648,416.340.398.022.772,7735488,154604,1870011,0,1870011,1870011,7735449,0,7735449,7735449,BROWSING
10.0.2.15,43731,198.52.200.39,443,6,9963051,4.817.801.294.001,12.044.503.235,905.731.909.090.909,188.660.429.270.361,4941647,36,1660476,236.956.050.510.317,4941647,61,1375901.75,239.165.293.582.484,4941841,345,0,0,0,0,0,0,0,0,BROWSING
